Product ID,Product Name,Category,Sub-Category,Total_Units_Sold,Total_Sales,Avg_Units_Per_Order,Avg_Monthly_Units,Profit_Margin_Pct,Volume_Quartile,Inventory_Alert,Recommended_Restock_Qty
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,20.0,100.93,3.33,1.67,20.48,2,LOW - Plan Restock,5.0
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,20.0,87.52,4.0,1.67,28.75,2,LOW - Plan Restock,5.0
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,20.0,236.99,2.86,1.67,-5.43,2,LOW - Plan Restock,5.0
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,20.0,2200.46,2.86,1.67,-5.95,2,LOW - Plan Restock,5.0
OFF-ST-10000585,Economy Rollaway Files,Office Supplies,Storage,20.0,3138.8,2.86,1.67,22.11,2,LOW - Plan Restock,5.0
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,20.0,1674.4,3.33,1.67,8.75,2,LOW - Plan Restock,5.0
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,20.0,409.6,3.33,1.67,27.0,2,LOW - Plan Restock,5.0
OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,20.0,235.78,3.33,1.67,25.0,2,LOW - Plan Restock,5.0
OFF-PA-10000743,Xerox 1977,Office Supplies,Paper,20.0,130.93,3.33,1.67,46.94,2,LOW - Plan Restock,5.0
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,20.0,759.12,4.0,1.67,21.98,2,LOW - Plan Restock,5.0
OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Storage,20.0,1857.25,3.33,1.67,22.34,2,LOW - Plan Restock,5.0
TEC-AC-10003610,LogitechÂ Illuminated - Keyboard,Technology,Accessories,20.0,1139.81,3.33,1.67,45.26,2,LOW - Plan Restock,5.0
FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,20.0,1842.27,3.33,1.67,8.43,2,LOW - Plan Restock,5.0
OFF-BI-10004230,GBC Recycled Grain Textured Covers,Office Supplies,Binders,20.0,466.29,4.0,1.67,22.96,2,LOW - Plan Restock,5.0
OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,Storage,20.0,3178.13,4.0,1.67,-5.26,2,LOW - Plan Restock,5.0
OFF-PA-10004156,Xerox 188,Office Supplies,Paper,20.0,213.19,2.5,1.67,45.74,2,LOW - Plan Restock,5.0
OFF-EN-10003862,Laser & Ink Jet Business Envelopes,Office Supplies,Envelopes,20.0,198.46,4.0,1.67,41.94,2,LOW - Plan Restock,5.0
OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,20.0,94.86,2.86,1.67,28.24,2,LOW - Plan Restock,5.0
OFF-FA-10004838,"Super Bands, 12/Pack",Office Supplies,Fasteners,20.0,33.48,5.0,1.67,-7.78,2,LOW - Plan Restock,5.0
OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,Office Supplies,Storage,20.0,1073.25,4.0,1.67,-11.36,2,LOW - Plan Restock,5.0
FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Furnishings,20.0,775.61,3.33,1.67,17.53,2,LOW - Plan Restock,5.0
OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾â€ x 11â€",Office Supplies,Paper,20.0,124.8,4.0,1.67,45.0,2,LOW - Plan Restock,5.0
OFF-LA-10001474,Avery 477,Office Supplies,Labels,20.0,573.96,5.0,1.67,42.55,2,LOW - Plan Restock,5.0
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,20.0,2847.78,2.5,1.67,-11.54,2,LOW - Plan Restock,5.0
OFF-PA-10000806,Xerox 1934,Office Supplies,Paper,20.0,1097.21,4.0,1.67,47.96,2,LOW - Plan Restock,5.0
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,20.0,184.0,2.86,1.67,31.25,2,LOW - Plan Restock,5.0
OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,Office Supplies,Storage,20.0,1072.63,5.0,1.67,23.71,2,LOW - Plan Restock,5.0
OFF-AR-10001446,Newell 309,Office Supplies,Art,20.0,196.35,4.0,1.67,17.65,2,LOW - Plan Restock,5.0
OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,20.0,51.18,3.33,1.67,7.14,2,LOW - Plan Restock,5.0
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,19.0,764.7,2.71,1.58,10.07,2,LOW - Plan Restock,5.0
OFF-AR-10001683,Lumber Crayons,Office Supplies,Art,19.0,171.39,3.17,1.58,32.3,2,LOW - Plan Restock,5.0
FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,19.0,1448.84,2.38,1.58,4.41,2,LOW - Plan Restock,5.0
OFF-PA-10001569,Xerox 232,Office Supplies,Paper,19.0,120.53,4.75,1.58,46.88,2,LOW - Plan Restock,5.0
OFF-BI-10004182,Economy Binders,Office Supplies,Binders,19.0,29.95,4.75,1.58,32.71,2,LOW - Plan Restock,5.0
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,19.0,124.59,4.75,1.58,21.04,2,LOW - Plan Restock,5.0
OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,19.0,552.71,4.75,1.58,32.14,2,LOW - Plan Restock,5.0
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,19.0,275.08,2.71,1.58,15.56,2,LOW - Plan Restock,5.0
OFF-BI-10001679,GBC Instant Index System for Binding Systems,Office Supplies,Binders,19.0,71.93,3.8,1.58,-17.28,2,LOW - Plan Restock,5.0
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Furniture,Tables,19.0,3401.6,4.75,1.58,6.19,2,LOW - Plan Restock,5.0
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,19.0,1311.88,2.71,1.58,-3.21,2,LOW - Plan Restock,5.0
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,19.0,948.23,3.17,1.58,25.43,2,LOW - Plan Restock,5.0
TEC-PH-10003092,Motorola L804,Technology,Phones,19.0,607.07,3.17,1.58,-2.2,2,LOW - Plan Restock,5.0
OFF-EN-10002230,Airmail Envelopes,Office Supplies,Envelopes,19.0,1359.67,3.17,1.58,37.84,2,LOW - Plan Restock,5.0
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,19.0,441.73,3.8,1.58,6.4,2,LOW - Plan Restock,5.0
TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Phones,19.0,1119.84,3.17,1.58,14.5,2,LOW - Plan Restock,5.0
OFF-LA-10003223,Avery 508,Office Supplies,Labels,19.0,87.4,3.17,1.58,45.56,2,LOW - Plan Restock,5.0
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,19.0,95.94,4.75,1.58,17.74,2,LOW - Plan Restock,5.0
TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories,19.0,557.81,3.8,1.58,19.3,2,LOW - Plan Restock,5.0
OFF-PA-10003395,Xerox 1941,Office Supplies,Paper,19.0,1740.51,3.8,1.58,40.48,2,LOW - Plan Restock,5.0
OFF-AR-10002335,DIXON Oriole Pencils,Office Supplies,Art,19.0,44.89,3.17,1.58,19.2,2,LOW - Plan Restock,5.0
OFF-LA-10004853,Avery 483,Office Supplies,Labels,19.0,83.66,3.17,1.58,38.93,2,LOW - Plan Restock,5.0
OFF-BI-10004465,Avery Durable Slant Ring Binders,Office Supplies,Binders,19.0,51.48,3.8,1.58,-46.15,2,LOW - Plan Restock,5.0
OFF-ST-10004258,Portable Personal File Box,Office Supplies,Storage,19.0,224.66,3.17,1.58,24.62,2,LOW - Plan Restock,5.0
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings,19.0,84.83,3.17,1.58,33.07,2,LOW - Plan Restock,5.0
TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,19.0,746.83,3.17,1.58,40.48,2,LOW - Plan Restock,5.0
TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories,19.0,533.08,3.17,1.58,30.05,2,LOW - Plan Restock,5.0
OFF-FA-10000735,Staples,Office Supplies,Fasteners,19.0,54.31,3.8,1.58,43.82,2,LOW - Plan Restock,5.0
TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers,19.0,4859.84,2.71,1.58,23.77,2,LOW - Plan Restock,5.0
OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,19.0,110.16,3.17,1.58,41.88,2,LOW - Plan Restock,5.0
FUR-CH-10002961,"Leather Task Chair, Black",Furniture,Chairs,19.0,1437.48,3.17,1.58,3.8,2,LOW - Plan Restock,5.0
OFF-PA-10000418,Xerox 189,Office Supplies,Paper,19.0,1782.45,3.17,1.58,41.88,2,LOW - Plan Restock,5.0
OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,19.0,106.35,4.75,1.58,47.34,2,LOW - Plan Restock,5.0
OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,19.0,66.03,3.8,1.58,45.86,2,LOW - Plan Restock,5.0
OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies,Paper,19.0,1887.3,3.8,1.58,45.11,2,LOW - Plan Restock,5.0
TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,19.0,1085.24,3.8,1.58,12.04,2,LOW - Plan Restock,5.0
FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,19.0,1909.82,2.71,1.58,-4.09,2,LOW - Plan Restock,5.0
OFF-AR-10004752,Blackstonian Pencils,Office Supplies,Art,19.0,49.13,4.75,1.58,25.65,2,LOW - Plan Restock,5.0
OFF-PA-10003309,Xerox 211,Office Supplies,Paper,19.0,104.98,4.75,1.58,39.01,2,LOW - Plan Restock,5.0
FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables,19.0,2297.54,3.8,1.58,4.39,2,LOW - Plan Restock,5.0
OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders,19.0,99.8,3.17,1.58,-0.7,2,LOW - Plan Restock,5.0
OFF-LA-10000248,Avery 52,Office Supplies,Labels,19.0,68.63,3.17,1.58,45.86,2,LOW - Plan Restock,5.0
OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,Paper,19.0,119.21,3.8,1.58,43.63,2,LOW - Plan Restock,5.0
OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,19.0,344.59,3.17,1.58,19.53,2,LOW - Plan Restock,5.0
TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,Technology,Phones,19.0,1903.84,4.75,1.58,14.5,2,LOW - Plan Restock,5.0
TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,19.0,2481.15,3.17,1.58,21.76,2,LOW - Plan Restock,5.0
TEC-CO-10003763,Canon PC1060 Personal Laser Copier,Technology,Copiers,19.0,11619.83,4.75,1.58,39.34,2,LOW - Plan Restock,5.0
FUR-TA-10001950,Balt Solid Wood Round Tables,Furniture,Tables,19.0,6518.75,4.75,1.58,-18.42,2,LOW - Plan Restock,5.0
OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,19.0,160.34,4.75,1.58,40.63,2,LOW - Plan Restock,5.0
FUR-FU-10002107,Eldon Pizzaz Desk Accessories,Furniture,Furnishings,19.0,37.46,4.75,1.58,36.67,2,LOW - Plan Restock,5.0
TEC-PH-10000369,HTC One Mini,Technology,Phones,19.0,2041.04,4.75,1.58,15.56,2,LOW - Plan Restock,5.0
OFF-PA-10000520,Xerox 201,Office Supplies,Paper,19.0,110.16,3.8,1.58,41.88,2,LOW - Plan Restock,5.0
